Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
137,49,134,3.649000286,28.77195761,230.3790701
149,32,134,3.965963704,36.84147517,215.5375189
136,41,136,3.403829243,41.6993873,330.1360942
143,49,142,1.447012015,36.24282981,272.9928466
122,45,141,4.160631882,16.20105071,289.9997983
122,43,133,1.318068738,20.00860028,213.0011809
125,45,133,1.079970745,28.01305911,178.3258764
132,46,135,4.078632786,39.69997899,276.8192617
143,40,144,3.193429698,35.45147912,363.9448117
148,46,148,3.794365674,16.56432443,171.1076013
134,48,135,2.530989297,42.89100677,264.6945368
144,30,141,1.044369974,36.1793551,233.7263019
128,41,143,2.324061397,46.05025124,364.1504282
123,44,147,3.432540932,29.61785846,246.023421
133,47,141,1.902812282,32.15706233,197.1910567
124,43,144,3.751217335,29.19427694,198.1276434
121,30,148,4.17760404,40.28590853,345.902839
130,42,137,2.817067993,41.32457996,266.6227289
128,44,138,4.502885192,40.31348379,370.7792712
143,36,134,4.419266258,25.20597549,384.5625547
122,44,134,4.512231811,37.2611038,347.0252665
146,49,135,3.644148131,26.84848582,159.5527448
147,39,132,2.219155999,44.19701442,309.5204178
148,43,134,2.925005129,16.92906568,287.9777471
128,35,130,3.842042598,16.32022634,299.4099567
122,43,140,1.842254613,18.55979486,121.7300016
144,41,149,3.955374037,22.08271181,279.4278248
121,40,130,3.192354468,16.31723757,186.7568524
131,49,136,1.384069761,17.50658412,170.7658761
129,48,144,3.229145308,25.71197725,342.4569287
128,31,146,1.267104553,18.49267386,321.6005616
134,49,137,1.05722914,43.07258218,314.6402787
127,30,131,4.55851068,16.88535861,252.1704803
144,37,142,2.959664446,46.77753064,313.2395219
124,43,141,3.17315862,45.47938404,309.0649233
130,38,134,2.119751087,22.29345281,261.8018265
146,31,142,3.170978878,17.50344685,216.3965718
121,34,135,1.675474769,18.69372658,253.125112
143,37,144,3.98258319,34.56808828,323.8972564
147,45,140,4.293396642,36.0320509,382.3529075
134,45,133,4.42350312,26.04539751,335.2348671
125,42,130,1.42661087,25.38917839,222.3248365
127,49,144,3.231017601,33.6025444,355.9840393
146,44,141,4.235003879,25.69698154,330.6549707
124,30,138,1.512865953,47.70118231,244.7324369
135,32,140,1.398089633,28.39211226,347.8615029
145,35,134,4.267767995,22.69348121,291.1290428
137,43,136,4.186944156,20.10876963,258.948113
125,33,137,2.794772548,37.10978677,289.0458733
124,47,130,1.438844675,26.43315656,296.7836977
147,44,130,3.064492629,21.60781914,275.8378605
135,38,132,2.5792128,24.65354336,221.1586931
132,47,137,3.074189724,25.77585506,336.879382
147,32,140,2.759580808,36.90417148,333.8726018
124,39,130,3.274057654,21.11385251,265.129976
132,46,143,3.908518874,40.64813178,304.3377219
136,36,130,4.099439615,25.67087938,200.7285988
137,44,135,3.595928793,32.09083567,239.9247406
127,30,135,1.79576246,37.91936535,240.5585426
132,40,132,2.588492102,34.02670375,274.2452032
149,46,139,1.284896115,38.17817397,171.1514901
148,34,141,2.806694912,26.29084263,323.266587
138,36,139,4.881357651,48.72074717,333.6685348
145,48,131,3.56692283,31.06464026,231.9333856
122,44,142,1.618450059,26.26767634,324.2834236
143,32,145,2.074310639,25.37378864,257.1444442
127,44,142,1.258294585,16.49432394,152.820399
121,34,133,1.729655561,38.96820542,359.606967
127,41,133,2.951366574,24.1880347,224.0275699
146,49,140,2.379425526,48.56255722,309.2554571
132,34,143,1.815849269,22.36556609,255.5357746
132,32,132,1.586393654,33.53219178,281.9108567
120,38,148,3.624284468,40.74147449,348.034895
125,38,130,3.232409507,45.45403532,244.3923142
143,36,134,4.370561249,20.47613125,249.5715329
138,31,146,1.733011543,49.48905392,337.2731289
135,45,130,4.39194184,46.73621449,337.9927692
127,38,148,3.31164469,48.69974182,320.6769617
147,42,148,2.064892776,44.84347658,260.4784046
120,48,133,2.094212562,45.71842298,267.4195425
146,49,148,2.561521561,35.95901206,187.334551
146,46,135,2.840508867,44.58585221,245.8728615
135,35,144,1.330020339,33.69046753,245.7537227
128,33,133,4.367996663,33.83760097,397.7867565
132,30,130,1.486164277,34.69030322,276.8773054
130,47,146,2.933839372,49.87112737,315.5625785
132,48,140,2.531872933,18.6538194,292.860499
144,38,146,3.049148337,43.19634925,281.1254987
140,42,130,4.549930068,24.56593831,275.620843
129,37,138,4.956353359,27.64294789,269.6739484
123,42,143,1.081085491,17.81866401,194.5650444
146,44,144,2.572957727,27.30508235,262.0140894
125,40,130,4.270442124,49.6766944,301.733011
147,41,131,2.306411521,28.89742416,299.2886955
126,43,147,3.596144704,38.4390772,222.92147
124,33,147,4.969036815,19.22496159,352.0099435
130,30,135,3.587085155,47.28740234,395.0694308
132,33,149,1.44476551,43.9710883,317.4443087
145,48,137,4.371727828,28.52030065,286.9289532
144,38,130,4.866629749,27.19621664,244.2639926
138,39,144,3.850033685,30.12934512,283.2199427
142,33,139,2.676272399,29.0440364,265.6076524
129,49,133,4.793600701,24.03177817,222.9197412
129,38,139,4.87428806,49.6796196,353.1702669
130,42,140,4.740466974,43.36912595,352.5625129
140,41,134,2.647276009,24.37731408,146.3697299
149,40,138,4.158830696,49.36036804,347.7812068
126,41,134,3.616717436,15.54355483,226.713167
137,47,140,1.718826664,30.32641729,300.4224232
123,41,132,3.142059607,34.9319819,288.0978488
121,45,133,3.990764037,16.31553177,224.7163134
133,34,139,4.583649104,20.63630167,290.9683522
132,49,136,4.450393482,24.03458788,208.397942
148,41,130,1.618634001,40.20794702,283.6922211
131,40,135,2.952132986,47.89102351,325.7030219
126,38,137,2.913074518,36.85872804,250.0212864
121,47,146,4.594948248,34.69315569,270.6178409
132,32,136,1.007749237,33.7865692,281.4317474
133,49,130,3.954854151,27.27462774,231.4555465
146,46,138,3.474566066,43.97000211,321.663898
136,43,140,4.686285893,33.92686034,390.363749
128,30,148,2.827669401,23.05361128,320.218488
136,46,131,3.630689,19.78909229,212.8512854
127,37,140,4.890988122,49.49293802,381.5633571
121,34,132,3.975615052,15.61156253,261.1679922
147,34,146,1.269535897,47.67040105,271.3040519
143,38,139,1.670134204,22.64061554,219.0500386
132,32,132,4.285804412,38.01423364,333.4313347
122,48,132,2.339182164,25.5536384,194.3465256
135,38,136,3.823672442,45.09336442,223.8867368
125,47,131,3.799294933,34.02058628,316.5033825
138,45,130,4.974802094,19.93702146,325.2333992
149,30,136,2.879490895,24.44422502,281.9834652
126,31,149,3.951329442,26.21115007,294.0901933
129,43,140,1.195011509,46.00728275,202.4355284
128,43,135,2.850364083,41.83584465,286.1800539
121,30,133,1.746726179,44.03555594,370.2697053
147,45,148,4.362286207,16.82882657,314.8121896
147,44,148,4.359633328,35.25737719,375.6578346
134,44,143,1.945457683,49.97119257,380.3728817
149,41,132,2.273140612,42.48198737,256.7032139
124,45,133,3.809911138,19.22476885,199.7089582
148,43,137,3.953063694,38.75863586,322.1281609
141,44,147,3.630526408,41.08633373,306.368863
123,44,133,4.98677855,32.99869246,314.3562992
139,48,140,4.474732848,17.75636017,214.5755296
123,37,145,2.668235523,16.21401823,197.5737831
137,31,132,2.307906886,47.8233394,311.109553
123,31,136,3.387398992,24.01298879,242.9006113
146,39,131,4.270545343,28.26388445,177.0964483
136,32,130,2.901373895,42.83471393,212.1513588
131,46,130,3.950770427,39.12412614,322.2057084
141,37,135,1.076640158,48.8997995,324.6326106
136,33,148,4.703360433,18.24937201,269.3989748
129,43,136,4.09533891,39.74218509,320.4946535
141,39,134,2.576760347,17.87800985,242.8053782
120,30,147,2.536049302,15.00579238,193.2643333
141,33,142,1.411547231,19.20805792,253.756517
145,30,130,4.264614896,36.58540469,364.8525974
143,46,139,4.074518037,38.66674624,265.8938026
146,46,138,3.52099883,30.34189553,235.2632433
137,36,146,1.405825889,16.61247484,236.9927839
137,49,130,2.049365463,37.19207869,203.1778285
133,44,130,2.835657893,18.00361172,331.8207471
134,42,136,2.063887775,19.96042161,237.539967
148,31,133,2.735895693,32.94014897,280.6551367
131,48,141,1.903830163,26.9130645,216.2281745
123,42,145,2.398402015,31.26638745,318.1938048
146,40,143,3.609187534,37.22769163,263.9839376
122,44,139,4.569444323,20.60024627,224.2823683
139,39,143,2.540122725,46.25803589,252.2658853
148,38,136,3.767632925,34.58180226,273.246398
131,38,133,1.539172346,15.77326464,234.5210869
126,49,131,3.163271911,36.99584946,197.0800665
148,30,147,4.686816902,31.21126261,356.4955766
130,46,145,1.111743218,39.5573689,243.5690741
120,41,138,2.070229447,42.4411768,249.0546074
125,39,134,1.529974135,47.85956987,305.7917485
134,34,138,3.132485918,49.9421028,306.0128375
134,47,137,3.718569856,34.23659477,267.5921807
138,44,149,1.231116768,34.65279236,249.5205685
130,35,145,1.281137683,15.78558378,225.9246563
145,36,149,4.478516771,45.28096657,318.2882035
142,46,147,2.824932594,16.00512977,235.7538878
145,35,133,2.851806399,37.14326825,336.0627212
121,37,145,4.77832158,18.45019426,191.0533987
133,41,133,2.280838441,25.00435114,150.4905299
121,43,135,4.588094588,19.91153436,236.0048375
148,41,132,4.897018978,19.80880008,387.2649529
123,39,147,1.966776791,17.61103438,244.5258404
136,49,144,3.056155397,26.12586937,272.6981989
122,44,137,3.137424612,29.82779706,306.7192894
132,36,147,4.464672447,31.25656175,235.9813861
128,38,132,2.215632546,30.38978138,324.5239941
126,39,135,4.192169773,33.3292212,312.0683889
134,39,144,4.884029565,45.09254252,387.6860979
142,45,141,4.361346611,37.11288155,314.6089887
148,36,134,4.636561134,15.60499848,302.7383343
148,34,136,3.833417757,21.05332974,185.7620007
130,32,144,4.615823041,27.21324378,342.3137622
139,47,136,1.659402541,48.21652981,312.0437407
121,40,142,3.84944566,17.73277891,267.2947907
134,44,132,3.92750942,39.85417418,389.5740844
133,49,142,2.756723786,16.15825961,289.6912011
139,34,132,1.318953869,27.68880092,218.0736534
141,41,131,3.489774985,41.95520673,381.3351958
130,33,133,1.207523226,27.03752678,267.8710977
146,44,146,2.529609985,30.0598721,220.4066484
122,38,135,2.574680916,46.68565849,236.5079455
136,36,140,4.995690034,17.3159182,269.8323572
149,39,135,2.199208135,33.46818138,211.3571057
131,42,131,4.281815752,27.81831455,286.4172355
143,37,146,1.212686741,48.7334085,255.6493648
147,41,132,3.119063942,42.77914403,414.2861803
148,48,141,3.146766714,19.27268721,198.6830275
140,30,143,3.514999413,47.45934149,316.0051654
134,45,131,4.240020814,22.39246541,335.7419857
135,46,134,4.047693527,17.96861752,321.5801089
124,47,139,4.044032513,33.95576479,342.9163973
146,40,139,2.729175737,40.78210495,303.4714672
139,47,138,3.90988593,40.06178113,277.7411912
125,36,142,2.965262871,33.69196241,265.2480738
138,47,139,1.267804713,32.2458116,350.8345664
144,37,135,4.56072713,48.93403641,347.819745
124,35,140,4.560653225,43.71955946,379.0534128
122,36,133,2.291515059,39.45240134,242.2096794
146,39,143,4.655610477,21.83240122,414.6338678
120,40,146,4.031936154,43.69197419,282.7423322
145,42,149,2.603204923,41.24232602,260.9019349
147,38,131,2.326022394,49.72093099,268.6648871
125,36,139,4.900570798,19.65482878,214.7221308
134,38,132,3.850507852,40.03533886,290.5902416
121,42,136,2.515239819,49.26791176,259.90853
148,32,136,3.567935552,31.19075595,225.648829
122,32,130,3.286104796,40.66936552,274.2770067
136,30,137,3.098160091,49.13797277,440.7263697
144,49,130,3.578807595,34.16197129,264.0294793
143,31,137,3.150505289,39.46645581,301.9660509
131,32,143,3.619161415,15.70296835,207.1373025
137,44,143,4.630274249,33.1882787,300.9520826
134,35,131,4.973059873,23.95301421,323.2296479
131,42,137,3.837147493,19.59356248,377.199483
135,30,148,4.711283207,39.80093296,268.2090478
146,49,139,4.433641016,16.36813211,263.9531625
127,48,136,2.180149592,46.67028031,316.0913659
147,30,142,4.731631932,33.1220781,318.1706114
133,31,144,1.283236,37.68805403,243.0844194
144,44,140,2.319687284,23.87021797,179.3068947
136,43,143,3.55977974,21.37675565,290.0382263
148,48,140,3.107661784,23.53137674,276.7762411
140,40,131,3.169649571,23.13025469,191.3234294
127,44,131,4.179553319,45.25755699,285.5480169
134,35,141,1.778814729,42.55687905,295.8487052
146,49,144,4.92830204,44.84577869,250.0372357
133,38,146,2.749832909,40.72052153,268.6161644
137,34,143,4.799373059,37.52426265,377.1258093
139,49,145,2.532463458,33.47561414,192.2252623
126,31,137,3.407146675,24.29186392,220.6841106
122,35,146,2.801245885,39.68770352,399.6662339
148,47,134,3.703740655,19.78045418,266.3365378
131,48,141,1.734498918,32.88715402,191.9997952
140,38,135,2.602514131,21.8346169,225.0513018
143,35,147,1.273524488,32.66657567,166.580422
147,43,134,3.392405668,25.28675945,297.9543571
145,42,135,4.850726794,16.87178843,244.8230389
122,40,138,1.183626061,32.62981545,254.9661783
139,41,144,3.638520098,21.3640573,299.0466341
133,48,139,4.100391855,20.64042614,291.7771168
134,48,146,1.852433697,28.45280642,242.5917847
144,48,148,2.092297173,27.66255052,348.3477935
149,42,141,1.806324345,45.3435253,249.8049016
133,43,138,2.189650547,34.7622958,208.5188978
126,47,144,1.440330237,44.90985998,402.4123672
136,41,143,2.481391485,20.13924789,211.5338618
149,33,130,2.475716781,27.50585945,138.7848436
131,39,146,4.229069826,34.43653662,267.1514153
139,46,130,4.203833262,20.35948243,206.5629407
123,33,142,4.186893453,19.48199732,338.2491134
128,41,137,3.268143653,38.14905594,349.2274403
125,42,142,2.303522747,37.88418898,298.2968704
135,33,145,2.643858066,23.19555324,190.9540005
144,39,131,2.270974019,22.94932444,280.1127336
147,32,142,3.32771162,41.09060228,324.6852768
141,44,147,4.751916485,19.09457438,309.2250631
141,31,132,2.137987136,47.31422238,366.2469754
140,46,142,2.835407271,48.03084824,418.9011484
140,35,148,3.620467721,45.48473131,352.468031
121,37,142,4.378779647,22.37370547,221.3565261
143,32,148,2.013335683,15.58806124,182.0988861
127,47,133,2.121159804,47.78417946,356.031519
130,30,148,4.540662129,27.03901396,357.6723953
132,45,147,1.32103248,25.86435927,252.3849478
136,36,135,3.421790424,24.15871531,238.0879557
127,32,148,4.441821664,23.55876606,212.3231062
140,33,133,4.686971001,40.70936517,286.1546349
137,38,133,1.050749017,46.776277,224.6862861
149,34,136,2.47866391,42.51197281,278.8254765
137,48,136,2.029059144,38.59377881,337.0791664
133,44,145,3.272130355,25.0715147,234.9850424
134,37,145,3.531449107,34.14372164,279.7620499
125,35,134,4.99909791,23.29385104,261.2046479
130,47,144,3.051049988,18.90274865,333.9778325
132,48,133,3.205867515,19.21025368,373.968257
144,44,142,2.657254031,36.13191868,227.2582315
120,36,148,1.590708951,16.34678806,255.5031604
147,39,136,2.213298561,49.06390735,370.5006395
125,35,141,1.987939671,49.84132622,203.7909414
128,43,138,4.204878765,20.22986419,192.1833556
127,46,146,3.183265686,29.95558434,357.698111
130,38,131,2.184774521,41.88266065,307.1396292
141,48,145,2.956371612,48.42733894,229.6054681
138,34,136,1.875459532,46.19624111,274.7757481
143,36,147,1.740508602,23.91643144,243.5020162
128,48,136,4.439768949,17.98189268,316.9859847
136,49,130,4.779243418,25.10552763,278.7278139
131,36,132,1.320058431,30.30331051,168.3124635
144,31,140,4.059530829,27.5978411,248.1611872
133,45,144,2.813246146,42.0854193,249.5464428
134,42,132,2.555886565,24.02257608,286.3897349
135,37,142,3.757645238,45.05229905,322.2454218
141,35,133,2.065014741,22.89720497,298.6749364
141,35,137,1.082324905,27.64732157,277.3128488
147,38,133,1.856011391,30.67331737,168.0359864
139,33,147,1.739700307,25.19263499,261.8118647
120,40,136,1.136197526,41.8230283,292.9230497
129,34,140,2.285261664,29.3341524,305.6375156
127,46,133,2.898074134,46.04590207,312.0940336
137,49,142,3.943314788,48.72560305,325.0226931
147,36,138,2.302645302,45.09325034,293.3671749
120,44,138,1.778161063,33.29188103,352.751551
121,44,148,1.922479077,32.84329409,346.8398045
120,43,132,4.564708317,22.55554265,273.5407674
120,42,141,1.818881626,35.72971819,181.4107664
128,40,140,4.51696267,48.34540039,249.9173956
132,42,149,2.788395982,17.82122847,232.8305761
149,38,140,4.737601729,41.3360095,311.4003899
120,39,146,2.632368545,45.4338844,203.2070773
132,33,143,1.710731735,49.53462196,234.5221334
139,46,145,3.196119717,26.71652005,248.8744866
145,43,139,3.350826411,27.44509512,315.2373325
141,47,133,3.541957213,23.04213346,287.7553476
126,40,139,2.645986874,42.61722691,314.0133003
121,45,149,1.194405363,19.90138602,194.1375181
125,30,141,3.506879692,24.37184365,275.8720034
126,36,138,4.732120617,25.33418252,353.2721103
145,39,144,4.830234514,28.12257166,308.2246481
133,38,138,3.387541471,29.75827163,260.7613875
145,32,136,1.079548072,34.56587377,373.0188372
137,43,141,1.424153923,48.19306625,281.0409697
134,44,149,4.335962103,23.65479117,330.2630315
121,31,143,4.318977751,42.27272061,345.7989078
129,43,145,4.784062421,38.67366011,303.3965516
142,45,148,3.255097691,19.06175804,300.2683411
131,36,132,4.455265178,43.3631863,348.5504738
136,33,140,4.299547703,18.17141229,314.9981804
127,47,149,3.357683225,40.86241804,296.6418229
130,34,148,4.134550213,40.05253608,302.7199128
148,35,137,1.502842178,39.12906516,283.8946244
122,36,149,3.556811028,24.68423202,251.8622975
146,44,137,4.813803825,35.06784463,296.9976081
125,30,132,1.647829994,41.65522268,226.7359649
